T,S,Objective_Value,num_vehicales,Solve_Time,MIP_Gap,Iterations,n,Number_End_Locations
300.0,5.0,746189.8861438065,539.0,9302.202544212341,0.0050414220039292105,4.0,213.0,256.0
300.0,5.0,1112213.7792681716,809.0,5277.588415622711,0.004978041099790745,3.0,319.0,370.0
300.0,5.0,1690051.6510863681,1079.0,2674.2080624103546,0.1352130477349229,4.0,426.0,569.0
