T,S,num_vehicales,Objective_Value,Solve_Time,MIP_Gap,solstatus,solvestatus,lower_bound
300.0,5.0,539.0,1e+40,9337.263143777847,100.0,0.0,1.0,557113.9577190554
300.0,5.0,809.0,1e+40,5358.038947820663,200.0,0.0,1.0,-1e+40
300.0,5.0,1079.0,1e+40,3755.151762485504,200.0,0.0,1.0,-1e+40
